role,tier,allocation_pct,target_spend,player_count,avg_price
P,C,9.090909090909092,36.36363636363637,60,15.75
D,C,27.27272727272727,109.09090909090908,144,19.875
D,D,9.090909090909092,36.36363636363637,42,3.642857142857143
C,C,27.27272727272727,109.09090909090908,134,32.656716417910445
C,D,9.090909090909092,36.36363636363637,32,4.03125
A,C,13.636363636363635,54.54545454545454,79,77.24050632911393
A,D,4.545454545454546,18.181818181818183,23,3.0434782608695654
