name,role,team,price,expected_points,position_scarcity,risk_factor,ev_score,ev_percentile
Hysaj,D,Lazio,6,7.050000000000001,0.15806451612903225,0.4026881720430108,2.7196354166666667,0.6381322957198443
Kabasele,D,Udinese,6,7.050000000000001,0.15806451612903225,0.4026881720430108,2.7196354166666667,0.6381322957198443
Rui Modesto,D,Udinese,6,7.050000000000001,0.15806451612903225,0.4026881720430108,2.7196354166666667,0.6381322957198443
Marì,D,Fiorentina,16,16.45,0.15806451612903225,0.3182795698924731,2.715963541666667,0.632295719844358
Leoni,D,Parma,16,16.45,0.15806451612903225,0.3182795698924731,2.715963541666667,0.632295719844358
Ranieri L.,D,Fiorentina,16,16.45,0.15806451612903225,0.3182795698924731,2.715963541666667,0.632295719844358
Pellegrini Lo.,C,Roma,28,26.273684210526316,0.15180722891566265,0.27120481927710843,2.7158153757599743,0.6284046692607004
Sabelli,D,Genoa,11,11.75,0.15806451612903225,0.34946236559139787,2.692708333333333,0.622568093385214
Circati,D,Parma,11,11.75,0.15806451612903225,0.34946236559139787,2.692708333333333,0.622568093385214
Walukiewicz,D,Sassuolo,11,11.75,0.15806451612903225,0.34946236559139787,2.692708333333333,0.622568093385214
Parisi,D,Fiorentina,11,11.75,0.15806451612903225,0.34946236559139787,2.692708333333333,0.622568093385214
Pongracic,D,Fiorentina,11,11.75,0.15806451612903225,0.34946236559139787,2.692708333333333,0.622568093385214
Gaspar K.,D,Lecce,19,18.8,0.15806451612903225,0.2994623655913978,2.6860087719298247,0.6167315175097277
N'Dri,A,Lecce,8,11.010309278350515,0.18529411764705883,0.44411764705882356,2.6816346051652675,0.6138132295719845
Banda,A,Lecce,8,11.010309278350515,0.18529411764705883,0.44411764705882356,2.6816346051652675,0.6138132295719845
Sergi Roberto,C,Como,9,9.554066985645933,0.15180722891566265,0.3687951807228915,2.6610184443274347,0.607976653696498
Aebischer,C,Pisa,9,9.554066985645933,0.15180722891566265,0.3687951807228915,2.6610184443274347,0.607976653696498
Grassi,C,Cremonese,9,9.554066985645933,0.15180722891566265,0.3687951807228915,2.6610184443274347,0.607976653696498
Asllani,C,Inter,9,9.554066985645933,0.15180722891566265,0.3687951807228915,2.6610184443274347,0.607976653696498
Kossounou,D,Atalanta,22,21.150000000000002,0.15806451612903225,0.2881720430107527,2.6517613636363637,0.603112840466926
Carboni V.,C,Genoa,29,26.273684210526316,0.15180722891566265,0.26879518072289155,2.6308363219548623,0.6011673151750972
Beukema,D,Napoli,25,23.5,0.15806451612903225,0.278494623655914,2.6280833333333327,0.5992217898832685
Locatelli,C,Juventus,32,28.662200956937802,0.15180722891566265,0.2633734939759036,2.6202257274329805,0.5972762645914397
Oyegoke,D,Verona,4,4.7,0.15806451612903225,0.4252688172043011,2.6168229166666666,0.5904669260700389
Jack,D,Como,4,4.7,0.15806451612903225,0.4252688172043011,2.6168229166666666,0.5904669260700389
Denoon,D,Pisa,4,4.7,0.15806451612903225,0.4252688172043011,2.6168229166666666,0.5904669260700389
Pieragnolo,D,Sassuolo,4,4.7,0.15806451612903225,0.4252688172043011,2.6168229166666666,0.5904669260700389
Lovik,D,Parma,4,4.7,0.15806451612903225,0.4252688172043011,2.6168229166666666,0.5904669260700389
Di Pardo,D,Cagliari,4,4.7,0.15806451612903225,0.4252688172043011,2.6168229166666666,0.5904669260700389
Lobotka,C,Napoli,23,21.49665071770335,0.15180722891566265,0.29530120481927713,2.6156419814405427,0.5817120622568094
Cristante,C,Roma,23,21.49665071770335,0.15180722891566265,0.29530120481927713,2.6156419814405427,0.5817120622568094
Suslov,C,Verona,23,21.49665071770335,0.15180722891566265,0.29530120481927713,2.6156419814405427,0.5817120622568094
Serdar,C,Verona,12,11.942583732057416,0.15180722891566265,0.3404819277108434,2.6066069915981775,0.5768482490272373
Thorsby,C,Genoa,12,11.942583732057416,0.15180722891566265,0.3404819277108434,2.6066069915981775,0.5768482490272373
Kolasinac,D,Atalanta,17,16.45,0.15806451612903225,0.3118279569892473,2.5803921568627457,0.5719844357976653
Comuzzo,D,Fiorentina,17,16.45,0.15806451612903225,0.3118279569892473,2.5803921568627457,0.5719844357976653
Kelly L.,D,Juventus,17,16.45,0.15806451612903225,0.3118279569892473,2.5803921568627457,0.5719844357976653
Dallinga,A,Bologna,18,22.02061855670103,0.18529411764705883,0.4,2.572855776384313,0.5680933852140078
Luvumbo,A,Cagliari,22,26.42474226804124,0.18529411764705883,0.39019607843137255,2.567352341568518,0.5651750972762646
Camarda,A,Lecce,22,26.42474226804124,0.18529411764705883,0.39019607843137255,2.567352341568518,0.5651750972762646
Milinkovic-Savic V.,P,Napoli,11,9.866666666666667,0.13999999999999999,0.31333333333333335,2.5663299663299664,0.5622568093385214
Okoye,P,Udinese,17,14.8,0.13999999999999999,0.29333333333333333,2.5633986928104577,0.5603112840466926
Viti,D,Fiorentina,9,9.4,0.15806451612903225,0.36774193548387096,2.558888888888889,0.5525291828793775
Valentini N.,D,Verona,9,9.4,0.15806451612903225,0.36774193548387096,2.558888888888889,0.5525291828793775
Folino,D,Cremonese,9,9.4,0.15806451612903225,0.36774193548387096,2.558888888888889,0.5525291828793775
Romagna,D,Sassuolo,9,9.4,0.15806451612903225,0.36774193548387096,2.558888888888889,0.5525291828793775
Pedersen,D,Torino,9,9.4,0.15806451612903225,0.36774193548387096,2.558888888888889,0.5525291828793775
Valenti,D,Parma,9,9.4,0.15806451612903225,0.36774193548387096,2.558888888888889,0.5525291828793775
Salah-Eddine,D,Roma,9,9.4,0.15806451612903225,0.36774193548387096,2.558888888888889,0.5525291828793775
Da Cunha,C,Como,33,28.662200956937802,0.15180722891566265,0.26036144578313253,2.551214320351474,0.5437743190661478
Sohm,C,Fiorentina,33,28.662200956937802,0.15180722891566265,0.26036144578313253,2.551214320351474,0.5437743190661478
Ricci S.,C,Milan,27,23.885167464114833,0.15180722891566265,0.27602409638554215,2.543433834695482,0.5398832684824902
Vazquez,C,Cremonese,27,23.885167464114833,0.15180722891566265,0.27602409638554215,2.543433834695482,0.5398832684824902
N'Dicka,D,Roma,26,23.5,0.15806451612903225,0.27580645161290324,2.536418269230769,0.5359922178988327
Olivera,D,Napoli,26,23.5,0.15806451612903225,0.27580645161290324,2.536418269230769,0.5359922178988327
Sernicola,D,Cremonese,2,2.35,0.15806451612903225,0.443010752688172,2.5360416666666667,0.5272373540856031
Veiga D.,D,Lecce,2,2.35,0.15806451612903225,0.443010752688172,2.5360416666666667,0.5272373540856031
Ilic M.,D,Bologna,2,2.35,0.15806451612903225,0.443010752688172,2.5360416666666667,0.5272373540856031
Mbambi,D,Pisa,2,2.35,0.15806451612903225,0.443010752688172,2.5360416666666667,0.5272373540856031
Ndaba,D,Lecce,2,2.35,0.15806451612903225,0.443010752688172,2.5360416666666667,0.5272373540856031
Tiago Gabriel,D,Lecce,2,2.35,0.15806451612903225,0.443010752688172,2.5360416666666667,0.5272373540856031
Esteves T.,D,Pisa,2,2.35,0.15806451612903225,0.443010752688172,2.5360416666666667,0.5272373540856031
Lovric,C,Udinese,24,21.49665071770335,0.15180722891566265,0.2874698795180723,2.5345134039971606,0.5184824902723736
Sucic P.,C,Inter,24,21.49665071770335,0.15180722891566265,0.2874698795180723,2.5345134039971606,0.5184824902723736
Hernani,C,Parma,18,16.719617224880384,0.15180722891566265,0.3139759036144578,2.530608731485085,0.5155642023346303
Koopmeiners,C,Juventus,40,33.43923444976077,0.15180722891566265,0.24590361445783132,2.503542684462352,0.5136186770428015
Moro N.,C,Bologna,7,7.165550239234451,0.15180722891566265,0.38506024096385544,2.4998611360938234,0.5087548638132295
Akinsanmiro,C,Pisa,7,7.165550239234451,0.15180722891566265,0.38506024096385544,2.4998611360938234,0.5087548638132295
Berisha M.,C,Lecce,7,7.165550239234451,0.15180722891566265,0.38506024096385544,2.4998611360938234,0.5087548638132295
Bondo,C,Milan,7,7.165550239234451,0.15180722891566265,0.38506024096385544,2.4998611360938234,0.5087548638132295
Lykogiannis,D,Bologna,12,11.75,0.15806451612903225,0.3413978494623656,2.4989149305555554,0.5009727626459144
Posch,D,Bologna,12,11.75,0.15806451612903225,0.3413978494623656,2.4989149305555554,0.5009727626459144
Muharemovic,D,Sassuolo,12,11.75,0.15806451612903225,0.3413978494623656,2.4989149305555554,0.5009727626459144
Kristensen T.,D,Udinese,12,11.75,0.15806451612903225,0.3413978494623656,2.4989149305555554,0.5009727626459144
De Roon,C,Atalanta,34,28.662200956937802,0.15180722891566265,0.2567469879518072,2.4882791683556054,0.49513618677042803
Gronbaek,C,Genoa,34,28.662200956937802,0.15180722891566265,0.2567469879518072,2.4882791683556054,0.49513618677042803
Ferguson,C,Bologna,31,26.273684210526316,0.15180722891566265,0.26457831325301207,2.475298169795534,0.49221789883268485
Spinazzola,D,Napoli,18,16.45,0.15806451612903225,0.30483870967741933,2.4617881944444444,0.4883268482490272
Luperto,D,Cagliari,18,16.45,0.15806451612903225,0.30483870967741933,2.4617881944444444,0.4883268482490272
Celik,D,Roma,18,16.45,0.15806451612903225,0.30483870967741933,2.4617881944444444,0.4883268482490272
Delprato,D,Parma,21,18.8,0.15806451612903225,0.2919354838709678,2.456309523809524,0.48249027237354086
Lucumì,D,Bologna,21,18.8,0.15806451612903225,0.2919354838709678,2.456309523809524,0.48249027237354086
Holm,D,Bologna,21,18.8,0.15806451612903225,0.2919354838709678,2.456309523809524,0.48249027237354086
Kalulu,D,Juventus,24,21.150000000000002,0.15806451612903225,0.2817204301075269,2.4528125000000003,0.4766536964980545
Bisseck,D,Inter,24,21.150000000000002,0.15806451612903225,0.2817204301075269,2.4528125000000003,0.4766536964980545
Miranda J.,D,Bologna,24,21.150000000000002,0.15806451612903225,0.2817204301075269,2.4528125000000003,0.4766536964980545
Maldini,C,Atalanta,25,21.49665071770335,0.15180722891566265,0.28204819277108434,2.4516467296994118,0.4727626459143969
Valeri,D,Parma,27,23.5,0.15806451612903225,0.27365591397849465,2.449729938271605,0.4708171206225681
Konè M.,C,Roma,41,33.43923444976077,0.15180722891566265,0.24409638554216867,2.4483341922954724,0.4688715953307393
Payero,C,Udinese,10,9.554066985645933,0.15180722891566265,0.35734939759036144,2.438344177102173,0.46400778210116733
Kastanos,C,Verona,10,9.554066985645933,0.15180722891566265,0.35734939759036144,2.438344177102173,0.46400778210116733
Bernede,C,Verona,10,9.554066985645933,0.15180722891566265,0.35734939759036144,2.438344177102173,0.46400778210116733
Sulemana I.,C,Atalanta,10,9.554066985645933,0.15180722891566265,0.35734939759036144,2.438344177102173,0.46400778210116733
Mancini,D,Roma,30,25.85,0.15806451612903225,0.2725806451612903,2.428822916666667,0.4591439688715953
Volpato,C,Sassuolo,13,11.942583732057416,0.15180722891566265,0.3344578313253012,2.428076280304938,0.4571984435797665
Samardzic,C,Atalanta,35,28.662200956937802,0.15180722891566265,0.25433734939759034,2.42502203311672,0.45525291828793774
