name,role,team,price,expected_points,position_scarcity,risk_factor,ev_score,ev_percentile
Ekkelenkamp,C,Udinese,22,23.885167464114833,0.15180722891566265,0.3007228915662651,3.0149959104332864,0.7509727626459144
Pisilli,C,Roma,15,16.719617224880384,0.15180722891566265,0.3230120481927711,2.996731393512053,0.7490272373540856
Mandragora,C,Fiorentina,33,33.43923444976077,0.15180722891566265,0.26036144578313253,2.97641670707672,0.7470817120622568
Semper,P,Pisa,7,7.4,0.13999999999999999,0.32666666666666666,2.965873015873016,0.745136186770428
Audero,P,Cremonese,12,12.333333333333334,0.13999999999999999,0.30833333333333335,2.961998456790124,0.7431906614785992
De Winter,D,Genoa,17,18.8,0.15806451612903225,0.3118279569892473,2.9490196078431374,0.7402723735408561
Tchatchoua,D,Verona,17,18.8,0.15806451612903225,0.3118279569892473,2.9490196078431374,0.7402723735408561
Richardson,C,Fiorentina,8,9.554066985645933,0.15180722891566265,0.37843373493975907,2.9479325107025938,0.7373540856031129
Cabal,D,Juventus,10,11.75,0.15806451612903225,0.35860215053763445,2.9203645833333334,0.7344357976653697
Unai Nunez,D,Verona,10,11.75,0.15806451612903225,0.35860215053763445,2.9203645833333334,0.7344357976653697
Boloca,C,Sassuolo,13,14.331100478468901,0.15180722891566265,0.3344578313253012,2.913691536365926,0.730544747081712
Felici,C,Cagliari,13,14.331100478468901,0.15180722891566265,0.3344578313253012,2.913691536365926,0.730544747081712
Anjorin,C,Torino,23,23.885167464114833,0.15180722891566265,0.29530120481927713,2.9062688682672695,0.7276264591439688
Messias,C,Genoa,18,19.108133971291867,0.15180722891566265,0.3139759036144578,2.8921242645543837,0.7247081712062257
Baldanzi,C,Roma,18,19.108133971291867,0.15180722891566265,0.3139759036144578,2.8921242645543837,0.7247081712062257
Niasse,C,Verona,6,7.165550239234451,0.15180722891566265,0.3916867469879518,2.88507680684966,0.7208171206225681
Douglas Luiz,C,Juventus,6,7.165550239234451,0.15180722891566265,0.3916867469879518,2.88507680684966,0.7208171206225681
Gila,D,Lazio,20,21.150000000000002,0.15806451612903225,0.29623655913978497,2.8838906250000003,0.7159533073929961
Vasquez,D,Genoa,20,21.150000000000002,0.15806451612903225,0.29623655913978497,2.8838906250000003,0.7159533073929961
De Vrij,D,Inter,20,21.150000000000002,0.15806451612903225,0.29623655913978497,2.8838906250000003,0.7159533073929961
Ndour,C,Fiorentina,4,4.777033492822967,0.15180722891566265,0.3989156626506024,2.8507918774753325,0.7110894941634242
Sabiri,C,Fiorentina,4,4.777033492822967,0.15180722891566265,0.3989156626506024,2.8507918774753325,0.7110894941634242
Caprile,P,Cagliari,18,17.266666666666666,0.13999999999999999,0.29000000000000004,2.837808641975309,0.708171206225681
Frendrup,C,Genoa,21,21.49665071770335,0.15180722891566265,0.3031325301204819,2.832914735730147,0.7062256809338522
McKennie,C,Juventus,24,23.885167464114833,0.15180722891566265,0.2874698795180723,2.81612600444129,0.7042801556420234
Vitik,D,Bologna,18,18.8,0.15806451612903225,0.30483870967741933,2.8134722222222224,0.7003891050583657
Baschirotto,D,Cremonese,18,18.8,0.15806451612903225,0.30483870967741933,2.8134722222222224,0.7003891050583657
Joao Mario,D,Juventus,18,18.8,0.15806451612903225,0.30483870967741933,2.8134722222222224,0.7003891050583657
Caracciolo A.,D,Pisa,8,9.4,0.15806451612903225,0.3827956989247312,2.810208333333333,0.688715953307393
Ebosse,D,Verona,8,9.4,0.15806451612903225,0.3827956989247312,2.810208333333333,0.688715953307393
Gigot,D,Lazio,8,9.4,0.15806451612903225,0.3827956989247312,2.810208333333333,0.688715953307393
Goldaniga,D,Como,8,9.4,0.15806451612903225,0.3827956989247312,2.810208333333333,0.688715953307393
Van Der Brempt,D,Como,8,9.4,0.15806451612903225,0.3827956989247312,2.810208333333333,0.688715953307393
Thiaw,D,Milan,8,9.4,0.15806451612903225,0.3827956989247312,2.810208333333333,0.688715953307393
Casale,D,Bologna,8,9.4,0.15806451612903225,0.3827956989247312,2.810208333333333,0.688715953307393
Bradaric,D,Verona,8,9.4,0.15806451612903225,0.3827956989247312,2.810208333333333,0.688715953307393
Kouassi,D,Lecce,8,9.4,0.15806451612903225,0.3827956989247312,2.810208333333333,0.688715953307393
Mazzitelli,C,Cagliari,11,11.942583732057416,0.15180722891566265,0.3489156626506024,2.8072084596797855,0.6770428015564203
Tameze,C,Torino,11,11.942583732057416,0.15180722891566265,0.3489156626506024,2.8072084596797855,0.6770428015564203
Deiola,C,Cagliari,11,11.942583732057416,0.15180722891566265,0.3489156626506024,2.8072084596797855,0.6770428015564203
Freuler,C,Bologna,27,26.273684210526316,0.15180722891566265,0.27602409638554215,2.79777721816503,0.6731517509727627
Zappa,D,Cagliari,13,14.100000000000001,0.15806451612903225,0.33440860215053764,2.797403846153846,0.6702334630350194
Valle,D,Como,13,14.100000000000001,0.15806451612903225,0.33440860215053764,2.797403846153846,0.6702334630350194
Kaba,C,Lecce,2,2.3885167464114834,0.15180722891566265,0.4103614457831325,2.796507405965981,0.6634241245136187
Iannoni,C,Sassuolo,2,2.3885167464114834,0.15180722891566265,0.4103614457831325,2.796507405965981,0.6634241245136187
Hojholt,C,Pisa,2,2.3885167464114834,0.15180722891566265,0.4103614457831325,2.796507405965981,0.6634241245136187
Marchwinski,C,Lecce,2,2.3885167464114834,0.15180722891566265,0.4103614457831325,2.796507405965981,0.6634241245136187
Bianco,C,Fiorentina,2,2.3885167464114834,0.15180722891566265,0.4103614457831325,2.796507405965981,0.6634241245136187
Casadei,C,Torino,30,28.662200956937802,0.15180722891566265,0.2663855421686747,2.7834791328037363,0.6575875486381323
Stanciu,C,Genoa,19,19.108133971291867,0.15180722891566265,0.30855421686746987,2.761560837603728,0.6527237354085603
Perrone,C,Como,19,19.108133971291867,0.15180722891566265,0.30855421686746987,2.761560837603728,0.6527237354085603
El Shaarawy,C,Roma,19,19.108133971291867,0.15180722891566265,0.30855421686746987,2.761560837603728,0.6527237354085603
Collocolo,C,Cremonese,19,19.108133971291867,0.15180722891566265,0.30855421686746987,2.761560837603728,0.6527237354085603
Martinez Jo.,P,Inter,5,4.933333333333334,0.13999999999999999,0.33166666666666667,2.747592592592593,0.6478599221789884
Konè I.,C,Sassuolo,14,14.331100478468901,0.15180722891566265,0.328433734939759,2.730059947607166,0.6439688715953308
Vecino,C,Lazio,14,14.331100478468901,0.15180722891566265,0.328433734939759,2.730059947607166,0.6439688715953308
Karlstrom,C,Udinese,14,14.331100478468901,0.15180722891566265,0.328433734939759,2.730059947607166,0.6439688715953308
