role,tier,allocation_pct,target_spend,player_count,avg_price
P,C,0.7272727272727273,3.6363636363636362,60,15.75
D,C,2.909090909090909,14.545454545454545,141,20.170212765957448
D,D,0.7272727272727273,3.6363636363636362,45,3.8
C,C,2.909090909090909,14.545454545454545,130,33.41538461538462
C,D,0.7272727272727273,3.6363636363636362,36,4.472222222222222
A,C,1.4545454545454546,7.2727272727272725,78,78.15384615384616
A,D,0.36363636363636365,1.8181818181818181,24,3.1666666666666665
